protein_id_ensemble,gene_id_ensemble,gene_symbol,QTL_type,percent_variance,p_val,significant_eQTL,Significant_eQTL_rep,Significant_pQTL
ENSMUSP00000019638,ENSMUSG00000019494,Cops6,LOCAL,36.01,0,1,1,0
ENSMUSP00000031729,ENSMUSG00000029716,Tfr2,LOCAL,18.16,0.019,1,1,0
ENSMUSP00000038106,ENSMUSG00000037344,Slc12a9,LOCAL,25.95,0,1,1,0
ENSMUSP00000056655,ENSMUSG00000036817,Sun1,LOCAL,24.02,0,1,1,0
ENSMUSP00000062046,ENSMUSG00000045438,Cox19,LOCAL,39.89,0,1,1,0
ENSMUSP00000098076,ENSMUSG00000056076,Eif3b,LOCAL,17,0.049,1,0,0
ENSMUSP00000031536,ENSMUSG00000029557,Ftsj2,LOCAL,21.2,0.001,1,1,0
ENSMUSP00000071778,ENSMUSG00000036639,Nudt1,LOCAL,29.17,0,1,1,1
ENSMUSP00000042509,ENSMUSG00000032512,Wdr48,DISTANT,16.37,0.083,1,0,0
ENSMUSP00000031736,ENSMUSG00000029722,Agfg2,LOCAL,16.52,0.074,1,0,0
ENSMUSP00000063999,ENSMUSG00000036333,Kidins220,DISTANT,17.75,0.025,1,0,0
ENSMUSP00000041863,ENSMUSG00000039623,Ap5z1,LOCAL,17.88,0.024,1,1,0
ENSMUSP00000119765,ENSMUSG00000039206,Daglb,LOCAL,41.91,0,1,1,0
ENSMUSP00000079380,ENSMUSG00000001847,Rac1,LOCAL,22.47,0,1,0,0
ENSMUSP00000042544,ENSMUSG00000045482,Trrap,LOCAL,19.4,0.005,1,0,0
ENSMUSP00000039726,ENSMUSG00000038690,Atp5j2,LOCAL,18.32,0.016,1,0,0
ENSMUSP00000065585,ENSMUSG00000029630,Cyp3a25,LOCAL,63.02,0,1,1,1
ENSMUSP00000124966,ENSMUSG00000029625,Cpsf4,LOCAL,45.83,0,1,1,0
ENSMUSP00000098029,ENSMUSG00000038780,Smurf1,LOCAL,43.12,0,1,1,0
ENSMUSP00000075234,ENSMUSG00000075552,Cyp3a41b,LOCAL,20.62,0.002,1,0,1
ENSMUSP00000041652,ENSMUSG00000041453,Rpl21,LOCAL,67.4,0,1,1,0
ENSMUSP00000063398,ENSMUSG00000016510,Mtif3,LOCAL,30.1,0,1,1,0
ENSMUSP00000058355,ENSMUSG00000029642,Polr1d,LOCAL,31.86,0,1,1,0
ENSMUSP00000098000,ENSMUSG00000075543,Urad,LOCAL,53.49,0,1,1,1
ENSMUSP00000031628,ENSMUSG00000029624,Ptcd1,LOCAL,16.43,0.08,1,0,0
ENSMUSP00000113157,ENSMUSG00000009575,Cbx5,DISTANT,19.32,0.005,1,0,0
ENSMUSP00000111639,ENSMUSG00000084128,Esrp2,DISTANT,18.13,0.02,1,0,0
ENSMUSP00000042177,ENSMUSG00000032702,Kank1,DISTANT,16.29,0.088,1,0,0
ENSMUSP00000138326,ENSMUSG00000069601,Ank3,DISTANT,16.23,0.093,1,0,0
ENSMUSP00000027438,ENSMUSG00000026234,Ncl,DISTANT,16.25,0.091,1,0,0
ENSMUSP00000082682,ENSMUSG00000066551,Hmgb1,LOCAL,64.18,0,1,1,0
ENSMUSP00000071130,ENSMUSG00000060063,Alox5ap,LOCAL,38.97,0,1,1,1
ENSMUSP00000016279,ENSMUSG00000041132,N4bp2l1,LOCAL,21.7,0.001,1,0,0
ENSMUSP00000041985,ENSMUSG00000040548,Tex2,DISTANT,18.41,0.015,1,0,0
ENSMUSP00000033923,ENSMUSG00000031523,Dlc1,DISTANT,16.45,0.078,1,0,0
ENSMUSP00000016569,ENSMUSG00000034021,Pds5b,LOCAL,26.53,0,1,0,0
ENSMUSP00000003720,ENSMUSG00000003623,Crot,DISTANT,16.4,0.081,1,0,0
ENSMUSP00000117690,ENSMUSG00000000827,Tpd52l2,DISTANT,16.29,0.088,1,0,0
ENSMUSP00000002663,ENSMUSG00000002588,Pon1,LOCAL,19.45,0.005,1,1,0
ENSMUSP00000062670,ENSMUSG00000032667,Pon2,LOCAL,67.02,0,1,1,1
ENSMUSP00000031773,ENSMUSG00000029759,Pon3,LOCAL,47.49,0,1,1,1
ENSMUSP00000111204,ENSMUSG00000029752,Asns,LOCAL,23.36,0,1,1,0
ENSMUSP00000039301,ENSMUSG00000042447,Mios,LOCAL,24.13,0,1,1,1
ENSMUSP00000012627,ENSMUSG00000012483,Rpa3,LOCAL,30.4,0,1,1,0
ENSMUSP00000031637,ENSMUSG00000029632,Ndufa4,LOCAL,21.84,0,1,0,0
ENSMUSP00000023813,ENSMUSG00000023051,Tarbp2,DISTANT,16.32,0.086,1,0,0
ENSMUSP00000047845,ENSMUSG00000042462,Dctpp1,DISTANT,16.2,0.094,1,0,0
ENSMUSP00000067109,ENSMUSG00000040455,Usp45,DISTANT,16.53,0.074,1,0,0
ENSMUSP00000025482,ENSMUSG00000039529,Atp8b1,DISTANT,17.86,0.024,1,0,0
ENSMUSP00000031554,ENSMUSG00000029569,Tmem168,LOCAL,20.43,0.002,1,0,1
ENSMUSP00000022060,ENSMUSG00000021576,Pdcd6,DISTANT,17.12,0.045,1,0,0
ENSMUSP00000027797,ENSMUSG00000026516,Nvl,DISTANT,16.94,0.051,1,0,0
ENSMUSP00000079324,ENSMUSG00000009376,Met,LOCAL,24.53,0,1,1,1
ENSMUSP00000111077,ENSMUSG00000029534,St7,LOCAL,65.41,0,1,1,0
ENSMUSP00000015877,ENSMUSG00000015733,Capza2,LOCAL,30.52,0,1,0,0
ENSMUSP00000126374,ENSMUSG00000042396,Rbm7,DISTANT,17.69,0.028,1,0,0
ENSMUSP00000127709,ENSMUSG00000029672,Fam3c,LOCAL,16.88,0.054,1,0,0
ENSMUSP00000031707,ENSMUSG00000029695,Aass,LOCAL,19.33,0.005,1,1,0
ENSMUSP00000031695,ENSMUSG00000029684,Wasl,LOCAL,18.32,0.016,1,0,0
ENSMUSP00000023851,ENSMUSG00000023089,Ndufa5,LOCAL,17.37,0.037,1,0,0
ENSMUSP00000087997,ENSMUSG00000029708,Gcc1,LOCAL,28.7,0,1,1,0
ENSMUSP00000031779,ENSMUSG00000029767,Calu,LOCAL,17.84,0.024,1,1,0
ENSMUSP00000087967,ENSMUSG00000029767,Calu,LOCAL,17.84,0.024,1,1,0
ENSMUSP00000020717,ENSMUSG00000020440,Arf5,LOCAL,29.94,0,1,1,0
ENSMUSP00000007993,ENSMUSG00000029701,Rbm28,LOCAL,36.99,0,1,1,0
ENSMUSP00000055254,ENSMUSG00000029823,Luc7l2,LOCAL,16.76,0.06,1,0,0
ENSMUSP00000100058,ENSMUSG00000039159,Ube2h,LOCAL,21.09,0.001,1,0,0
ENSMUSP00000038368,ENSMUSG00000025607,Copg2,LOCAL,19.77,0.004,1,0,0
ENSMUSP00000046324,ENSMUSG00000033318,Gstt2,DISTANT,17.04,0.047,1,0,0
ENSMUSP00000012679,ENSMUSG00000012535,Tnpo3,LOCAL,17.4,0.036,1,0,0
ENSMUSP00000031866,ENSMUSG00000029840,Mtpn,LOCAL,16.34,0.085,1,0,0
ENSMUSP00000100045,ENSMUSG00000001642,Akr1b3,LOCAL,27.46,0,1,1,1
ENSMUSP00000022317,ENSMUSG00000021792,Fam213a,DISTANT,16.77,0.059,1,0,0
ENSMUSP00000051965,ENSMUSG00000029763,Exoc4,LOCAL,24.87,0,1,1,0
ENSMUSP00000040244,ENSMUSG00000029762,Akr1b8,LOCAL,28.17,0,1,1,0
ENSMUSP00000110679,ENSMUSG00000029761,Cald1,LOCAL,28.82,0,1,1,1
ENSMUSP00000110673,ENSMUSG00000029761,Cald1,LOCAL,28.82,0,1,1,0
ENSMUSP00000019833,ENSMUSG00000019689,1110001J03Rik,LOCAL,17.95,0.023,1,0,0
ENSMUSP00000007449,ENSMUSG00000052131,Akr1b7,LOCAL,24.2,0,1,1,0
ENSMUSP00000135930,ENSMUSG00000006676,Usp19,DISTANT,16.56,0.071,1,0,0
ENSMUSP00000062996,ENSMUSG00000021218,Gdi2,DISTANT,16.46,0.078,1,0,0
ENSMUSP00000031978,ENSMUSG00000029918,Mrps33,LOCAL,18.95,0.008,1,1,0
ENSMUSP00000031977,ENSMUSG00000029916,Agk,LOCAL,28.47,0,1,1,1
ENSMUSP00000079974,ENSMUSG00000058486,Wdr91,LOCAL,16.96,0.05,1,1,1
ENSMUSP00000031897,ENSMUSG00000029864,Gstk1,LOCAL,64.35,0,1,1,1
ENSMUSP00000070427,ENSMUSG00000029860,Zyx,LOCAL,32.83,0,1,1,0
ENSMUSP00000065631,ENSMUSG00000029735,Tpk1,LOCAL,43.58,0,1,1,0
ENSMUSP00000118918,ENSMUSG00000002416,Ndufb2,LOCAL,17.26,0.041,1,1,0
ENSMUSP00000031879,ENSMUSG00000029851,Fam115c,LOCAL,63.91,0,1,1,1
ENSMUSP00000076521,ENSMUSG00000025823,Pdia4,LOCAL,18.45,0.014,1,1,1
ENSMUSP00000087524,ENSMUSG00000054435,Gimap4,LOCAL,27.01,0,1,0,1
ENSMUSP00000009425,ENSMUSG00000009281,Rarres2,LOCAL,37.25,0,1,1,1
ENSMUSP00000050330,ENSMUSG00000051124,Gimap9,LOCAL,37.66,0,1,1,0
ENSMUSP00000110112,ENSMUSG00000029822,Osbpl3,LOCAL,25.35,0,1,1,0
ENSMUSP00000077350,ENSMUSG00000064262,Gimap8,LOCAL,22.81,0,1,1,0
ENSMUSP00000130522,ENSMUSG00000029821,Dfna5,LOCAL,18.74,0.01,1,0,1
ENSMUSP00000077342,ENSMUSG00000059182,Skap2,LOCAL,20.83,0.001,1,1,0
ENSMUSP00000079548,ENSMUSG00000004535,Tax1bp1,LOCAL,27.7,0,1,0,0
ENSMUSP00000035908,ENSMUSG00000004633,Chn2,LOCAL,17.09,0.045,1,1,0
ENSMUSP00000120154,ENSMUSG00000002797,Ggct,LOCAL,39.66,0,1,1,1
ENSMUSP00000003569,ENSMUSG00000003477,Inmt,LOCAL,44.92,0,1,1,1
ENSMUSP00000120240,ENSMUSG00000086040,Wipf3,LOCAL,32.56,0,1,1,1
ENSMUSP00000003572,ENSMUSG00000029777,Gars,LOCAL,18.71,0.01,1,0,1
ENSMUSP00000031793,ENSMUSG00000029780,Nt5c3,LOCAL,37.41,0,1,1,1
ENSMUSP00000055747,ENSMUSG00000038058,Nod1,LOCAL,29.32,0,1,0,0
ENSMUSP00000041395,ENSMUSG00000037826,Ppm1k,LOCAL,16.53,0.074,1,1,0
ENSMUSP00000031795,ENSMUSG00000029781,Fkbp9,LOCAL,35.08,0,1,1,1
ENSMUSP00000072723,ENSMUSG00000062190,Lancl2,LOCAL,25.87,0,1,1,1
ENSMUSP00000068487,ENSMUSG00000056429,Tgoln1,LOCAL,16.82,0.056,1,0,1
ENSMUSP00000046557,ENSMUSG00000036402,Gng12,LOCAL,23.43,0,1,1,0
ENSMUSP00000068568,ENSMUSG00000056666,Retsat,LOCAL,20.56,0.002,1,1,1
ENSMUSP00000031736,ENSMUSG00000029722,Agfg2,DISTANT,16.18,0.095,1,0,0
ENSMUSP00000124423,ENSMUSG00000054474,Thnsl2,LOCAL,51.29,0,1,1,1
ENSMUSP00000066128,ENSMUSG00000055850,Rnf181,LOCAL,65.68,0,1,1,1
ENSMUSP00000066493,ENSMUSG00000052962,Mrpl35,LOCAL,23.9,0,1,1,0
ENSMUSP00000098843,ENSMUSG00000073002,Vamp5,LOCAL,21.04,0.001,1,1,1
ENSMUSP00000109815,ENSMUSG00000053119,Chmp3,LOCAL,49.65,0,1,1,1
ENSMUSP00000060858,ENSMUSG00000049553,Polr1a,LOCAL,26.86,0,1,1,0
ENSMUSP00000002292,ENSMUSG00000002222,Rmnd5a,LOCAL,32.17,0,1,1,0
ENSMUSP00000112304,ENSMUSG00000029910,Mad2l1,LOCAL,16.87,0.055,1,0,0
ENSMUSP00000070109,ENSMUSG00000053460,Ggcx,LOCAL,28.85,0,1,1,1
ENSMUSP00000063389,ENSMUSG00000056737,Capg,LOCAL,23.06,0,1,1,1
ENSMUSP00000064515,ENSMUSG00000056305,Usp39,LOCAL,18.85,0.009,1,1,0
ENSMUSP00000087118,ENSMUSG00000053907,Mat2a,LOCAL,17.28,0.04,1,1,0
ENSMUSP00000065113,ENSMUSG00000052738,Suclg1,LOCAL,17.92,0.023,1,0,1
ENSMUSP00000030069,ENSMUSG00000028378,Ptgr1,DISTANT,17.91,0.023,1,0,0
ENSMUSP00000067786,ENSMUSG00000024241,Sos1,DISTANT,16.49,0.076,1,0,0
ENSMUSP00000049749,ENSMUSG00000045455,Gm9797,DISTANT,16.82,0.056,1,0,0
ENSMUSP00000014698,ENSMUSG00000014554,Dguok,LOCAL,33.05,0,1,1,0
ENSMUSP00000109571,ENSMUSG00000030037,Mrpl53,LOCAL,35.27,0,1,1,0
ENSMUSP00000037422,ENSMUSG00000035104,Eva1a,LOCAL,33.39,0,1,1,0
ENSMUSP00000118348,ENSMUSG00000045160,Bola3,LOCAL,19.17,0.006,1,0,0
ENSMUSP00000087073,ENSMUSG00000068329,Htra2,LOCAL,26.14,0,1,1,1
ENSMUSP00000032114,ENSMUSG00000030036,Mogs,LOCAL,18.09,0.02,1,0,1
ENSMUSP00000109482,ENSMUSG00000034744,Nagk,LOCAL,70.39,0,1,1,1
ENSMUSP00000093426,ENSMUSG00000071337,Tia1,LOCAL,17.2,0.043,1,0,0
ENSMUSP00000048111,ENSMUSG00000033735,Spr,LOCAL,19.53,0.005,1,0,1
ENSMUSP00000123947,ENSMUSG00000089694,Gm4477,LOCAL,28.78,0,1,1,1
ENSMUSP00000109305,ENSMUSG00000029994,Anxa4,LOCAL,36.19,0,1,1,1
ENSMUSP00000124488,ENSMUSG00000057103,Cml1,LOCAL,28.31,0,1,1,1
ENSMUSP00000071426,ENSMUSG00000057497,Fam136a,LOCAL,17.38,0.037,1,0,0
ENSMUSP00000044587,ENSMUSG00000033634,Cml2,LOCAL,21.78,0.001,1,1,1
ENSMUSP00000087022,ENSMUSG00000033788,Dysf,LOCAL,47.85,0,1,1,1
ENSMUSP00000086923,ENSMUSG00000030056,Isy1,LOCAL,27.33,0,1,1,0
ENSMUSP00000032073,ENSMUSG00000030004,Nat8,LOCAL,43.31,0,1,1,1
ENSMUSP00000032074,ENSMUSG00000079494,Cml5,LOCAL,25.13,0,1,1,1
ENSMUSP00000032168,ENSMUSG00000030082,Sec61a1,LOCAL,18.34,0.016,1,0,0
ENSMUSP00000113637,ENSMUSG00000029993,Nfu1,LOCAL,28.31,0,1,1,0
ENSMUSP00000109382,ENSMUSG00000054226,Tprkb,LOCAL,19.33,0.005,1,1,0
ENSMUSP00000131207,ENSMUSG00000033216,Eefsec,LOCAL,19.88,0.003,1,0,1
ENSMUSP00000027626,ENSMUSG00000026377,Mki67ip,DISTANT,16.58,0.07,1,0,0
ENSMUSP00000032065,ENSMUSG00000029998,Pcyox1,LOCAL,17.99,0.022,1,0,0
ENSMUSP00000109215,ENSMUSG00000033174,Mgll,LOCAL,18.23,0.017,1,0,0
ENSMUSP00000098712,ENSMUSG00000034312,Iqsec1,LOCAL,24.8,0,1,0,0
ENSMUSP00000014694,ENSMUSG00000014550,Zfyve20,LOCAL,28.47,0,1,1,0
ENSMUSP00000043828,ENSMUSG00000034245,Hdac11,LOCAL,17.38,0.037,1,1,0
ENSMUSP00000032179,ENSMUSG00000030091,Nup210,LOCAL,32.45,0,1,1,1
ENSMUSP00000114402,ENSMUSG00000014551,Mrps25,LOCAL,30.47,0,1,1,0
ENSMUSP00000129448,ENSMUSG00000024096,Ralbp1,DISTANT,16.12,0.1,1,0,0
ENSMUSP00000056485,ENSMUSG00000001472,Tcf25,DISTANT,16.19,0.095,1,0,0
ENSMUSP00000058028,ENSMUSG00000045100,Slc25a26,LOCAL,32.07,0,1,1,1
ENSMUSP00000086730,ENSMUSG00000045095,Magi1,LOCAL,23.12,0,1,0,1
ENSMUSP00000061610,ENSMUSG00000035245,Eogt,LOCAL,25.63,0,1,1,1
ENSMUSP00000093325,ENSMUSG00000030059,Tmf1,LOCAL,38.47,0,1,1,0
ENSMUSP00000078774,ENSMUSG00000061838,Suclg2,LOCAL,46.16,0,1,1,1
ENSMUSP00000041503,ENSMUSG00000035199,Arl6ip5,LOCAL,22.36,0,1,1,0
ENSMUSP00000084257,ENSMUSG00000067150,Xpo5,DISTANT,17.8,0.025,1,0,0
ENSMUSP00000032191,ENSMUSG00000030101,Sumf1,LOCAL,19.9,0.003,1,0,0
ENSMUSP00000032196,ENSMUSG00000030105,Arl8b,LOCAL,28.17,0,1,1,0
ENSMUSP00000086565,ENSMUSG00000030104,Edem1,LOCAL,24.22,0,1,0,0
ENSMUSP00000108715,ENSMUSG00000051169,Rpusd3,LOCAL,28.54,0,1,1,1
ENSMUSP00000032398,ENSMUSG00000030264,Thumpd3,LOCAL,21.74,0.001,1,1,0
ENSMUSP00000032409,ENSMUSG00000030272,Camk1,LOCAL,40.3,0,1,1,1
ENSMUSP00000098631,ENSMUSG00000051256,Jagn1,LOCAL,34,0,1,1,0
ENSMUSP00000041644,ENSMUSG00000033940,Brk1,LOCAL,18.06,0.021,1,1,0
ENSMUSP00000104270,ENSMUSG00000035585,Tsen34,DISTANT,16.21,0.094,1,0,0
ENSMUSP00000032457,ENSMUSG00000030314,Atg7,LOCAL,45.99,0,1,1,1
ENSMUSP00000103443,ENSMUSG00000003423,Pih1d1,DISTANT,19.46,0.005,1,0,0
ENSMUSP00000015622,ENSMUSG00000015478,Rnf5,DISTANT,16.78,0.059,1,0,0
ENSMUSP00000080224,ENSMUSG00000054612,Mgmt,DISTANT,16.37,0.083,1,0,0
ENSMUSP00000032376,ENSMUSG00000057604,Lmcd1,LOCAL,18.21,0.018,1,0,0
ENSMUSP00000038983,ENSMUSG00000024104,Fam21,LOCAL,40.89,0,1,1,0
ENSMUSP00000064594,ENSMUSG00000029775,Klhdc10,DISTANT,17.69,0.028,1,0,0
ENSMUSP00000034697,ENSMUSG00000057193,Slc44a2,DISTANT,17.67,0.028,1,0,0
ENSMUSP00000108487,ENSMUSG00000061353,Cxcl12,LOCAL,32.72,0,1,1,1
ENSMUSP00000032272,ENSMUSG00000030168,Adipor2,LOCAL,23.26,0,1,1,0
ENSMUSP00000085921,ENSMUSG00000067825,Pex26,LOCAL,16.82,0.056,1,1,0
ENSMUSP00000125731,ENSMUSG00000004446,Bid,LOCAL,68,0,1,1,1
ENSMUSP00000019354,ENSMUSG00000019210,Atp6v1e1,LOCAL,19.16,0.006,1,0,0
ENSMUSP00000066779,ENSMUSG00000030108,Slc6a13,LOCAL,23.07,0,1,1,0
ENSMUSP00000032233,ENSMUSG00000030137,Tuba8,LOCAL,31.26,0,1,1,0
ENSMUSP00000007602,ENSMUSG00000007458,M6pr,LOCAL,17.17,0.044,1,1,0
ENSMUSP00000080469,ENSMUSG00000030131,Mug2,LOCAL,76.84,0,1,1,1
ENSMUSP00000042883,ENSMUSG00000038527,C1rl,LOCAL,17.56,0.032,1,0,0
ENSMUSP00000063707,ENSMUSG00000055172,C1ra,LOCAL,36.97,0,1,1,0
ENSMUSP00000079398,ENSMUSG00000005069,Pex5,LOCAL,24.97,0,1,1,1
ENSMUSP00000125531,ENSMUSG00000038521,C1s,LOCAL,19.89,0.003,1,0,1
ENSMUSP00000032485,ENSMUSG00000030335,Mrpl51,LOCAL,16.38,0.082,1,0,0
ENSMUSP00000113942,ENSMUSG00000057666,Gapdh,LOCAL,32.39,0,1,1,0
ENSMUSP00000108058,ENSMUSG00000030127,Cops7a,LOCAL,23.77,0,1,0,0
ENSMUSP00000046536,ENSMUSG00000036291,Ap5m1,DISTANT,17.23,0.042,1,0,0
ENSMUSP00000004379,ENSMUSG00000004268,Emg1,LOCAL,20.03,0.003,1,1,0
ENSMUSP00000032492,ENSMUSG00000030342,Cd9,LOCAL,17.23,0.042,1,1,0
ENSMUSP00000048643,ENSMUSG00000038028,9630033F20Rik,LOCAL,45.56,0,1,1,1
ENSMUSP00000107796,ENSMUSG00000030352,Tspan9,LOCAL,41.49,0,1,1,1
ENSMUSP00000001559,ENSMUSG00000001518,Itfg2,LOCAL,29.56,0,1,1,1
ENSMUSP00000032260,ENSMUSG00000030157,Clec2d,LOCAL,22.73,0,1,1,1
ENSMUSP00000032264,ENSMUSG00000030161,Gabarapl1,LOCAL,17.11,0.045,1,0,0
ENSMUSP00000032510,ENSMUSG00000030359,Pzp,LOCAL,20.32,0.002,1,1,0
ENSMUSP00000032326,ENSMUSG00000030204,Ddx47,LOCAL,40.98,0,1,1,1
ENSMUSP00000054913,ENSMUSG00000042992,Loh12cr1,LOCAL,25.87,0,1,1,1
ENSMUSP00000079818,ENSMUSG00000030199,Etv6,LOCAL,19.59,0.004,1,0,0
ENSMUSP00000042232,ENSMUSG00000042770,Hebp1,LOCAL,17.38,0.037,1,0,1
ENSMUSP00000032344,ENSMUSG00000030220,Arhgdib,LOCAL,19.63,0.004,1,1,1
ENSMUSP00000032336,ENSMUSG00000030214,Plbd1,LOCAL,37.09,0,1,1,1
ENSMUSP00000117947,ENSMUSG00000030512,Snrpa1,DISTANT,16.42,0.081,1,0,0
ENSMUSP00000112213,ENSMUSG00000030216,Wbp11,LOCAL,17.89,0.024,1,0,0
ENSMUSP00000084959,ENSMUSG00000030225,Dera,LOCAL,55.94,0,1,1,0
ENSMUSP00000068267,ENSMUSG00000030224,Strap,LOCAL,19.09,0.007,1,0,0
ENSMUSP00000008684,ENSMUSG00000008540,Mgst1,LOCAL,18.65,0.011,1,1,0
ENSMUSP00000034051,ENSMUSG00000031634,Ufsp2,DISTANT,18.81,0.009,1,0,0
ENSMUSP00000107499,ENSMUSG00000030228,Pik3c2g,LOCAL,32.5,0,1,1,1
ENSMUSP00000128400,ENSMUSG00000090553,Snrpe,DISTANT,17.35,0.038,1,0,0
ENSMUSP00000036394,ENSMUSG00000041671,Pyroxd1,LOCAL,19.19,0.006,1,0,0
ENSMUSP00000117596,ENSMUSG00000054823,Whsc1l1,DISTANT,17.18,0.043,1,0,0
ENSMUSP00000088298,ENSMUSG00000059005,Hnrnpa3,DISTANT,17.23,0.042,1,0,0
ENSMUSP00000036739,ENSMUSG00000036292,Gramd1c,DISTANT,16.39,0.082,1,0,0
ENSMUSP00000037022,ENSMUSG00000041698,Slco1a1,LOCAL,48.26,0,1,1,1
ENSMUSP00000032373,ENSMUSG00000030246,Ldhb,LOCAL,53.24,0,1,1,1
ENSMUSP00000032364,ENSMUSG00000030237,Slco1a4,LOCAL,22.21,0,1,0,1
ENSMUSP00000032419,ENSMUSG00000030282,Cmas,LOCAL,49.56,0,1,1,1
ENSMUSP00000032413,ENSMUSG00000030275,Etnk1,LOCAL,16.43,0.079,1,0,0
ENSMUSP00000086422,ENSMUSG00000068040,Tm9sf4,DISTANT,16.81,0.057,1,0,0
ENSMUSP00000107354,ENSMUSG00000040370,Lyrm5,LOCAL,23.52,0,1,1,1
ENSMUSP00000079180,ENSMUSG00000009927,Rps25,DISTANT,46.79,0,1,1,0
ENSMUSP00000107333,ENSMUSG00000030259,Rassf8,LOCAL,30.97,0,1,1,0
ENSMUSP00000045650,ENSMUSG00000040234,Tm7sf3,LOCAL,78.93,0,1,1,1
ENSMUSP00000001675,ENSMUSG00000001630,Stk38l,LOCAL,25.02,0,1,1,1
ENSMUSP00000049584,ENSMUSG00000030287,Itpr2,LOCAL,55.32,0,1,1,0
ENSMUSP00000016631,ENSMUSG00000016487,Ppfibp1,LOCAL,22.73,0,1,1,1
ENSMUSP00000071658,ENSMUSG00000063171,Rps4y2,LOCAL,17.92,0.023,1,1,0
ENSMUSP00000046759,ENSMUSG00000040029,Ipo8,LOCAL,19.7,0.004,1,1,0
ENSMUSP00000131318,ENSMUSG00000068566,Myadm,LOCAL,24.38,0,1,1,0
ENSMUSP00000006496,ENSMUSG00000006333,Rps9,LOCAL,46.1,0,1,1,0
ENSMUSP00000037107,ENSMUSG00000035596,Mboat7,LOCAL,29.83,0,1,1,1
ENSMUSP00000112428,ENSMUSG00000035545,Leng8,LOCAL,19.65,0.004,1,0,0
ENSMUSP00000078886,ENSMUSG00000063802,Hspbp1,LOCAL,17.29,0.04,1,0,0
ENSMUSP00000066859,ENSMUSG00000052605,Isoc2b,LOCAL,80.71,0,1,1,1
ENSMUSP00000005705,ENSMUSG00000005566,Trim28,LOCAL,17.4,0.036,1,0,0
ENSMUSP00000131514,ENSMUSG00000086784,Isoc2a,LOCAL,68.44,0,1,1,1
ENSMUSP00000032597,ENSMUSG00000030432,Rpl28,LOCAL,62.79,0,1,1,0
ENSMUSP00000008579,ENSMUSG00000008435,Rdh13,LOCAL,20.73,0.001,1,0,1
ENSMUSP00000092468,ENSMUSG00000046792,Zfp787,LOCAL,19.24,0.006,1,1,0
ENSMUSP00000005714,ENSMUSG00000005575,Ube2m,LOCAL,16.69,0.063,1,0,0
ENSMUSP00000000619,ENSMUSG00000000605,Clcn4-2,LOCAL,67.35,0,1,1,0
ENSMUSP00000075884,ENSMUSG00000070810,Sult2a6,LOCAL,51.95,0,1,1,0
ENSMUSP00000083317,ENSMUSG00000070811,Sult2a2,LOCAL,30.92,0,1,1,0
ENSMUSP00000038943,ENSMUSG00000041571,Sepw1,LOCAL,69.25,0,1,1,0
ENSMUSP00000092409,ENSMUSG00000052833,Sae1,LOCAL,75.3,0,1,1,0
ENSMUSP00000019302,ENSMUSG00000019158,Tmem160,LOCAL,20.32,0.002,1,0,0
ENSMUSP00000032539,ENSMUSG00000030382,Slc27a5,LOCAL,32.08,0,1,1,1
ENSMUSP00000006181,ENSMUSG00000006024,Napa,LOCAL,29.03,0,1,0,0
ENSMUSP00000131192,ENSMUSG00000041187,Prkd2,LOCAL,25.03,0,1,1,0
ENSMUSP00000019220,ENSMUSG00000030374,Strn4,LOCAL,20.18,0.002,1,1,0
ENSMUSP00000104162,ENSMUSG00000078798,Sult2a1,LOCAL,22.74,0,1,1,0
ENSMUSP00000003183,ENSMUSG00000003099,Ppp5c,LOCAL,30.14,0,1,1,1
ENSMUSP00000024887,ENSMUSG00000024082,Ndufaf7,DISTANT,17.23,0.042,1,0,0
ENSMUSP00000032566,ENSMUSG00000030407,Qpctl,LOCAL,50.83,0,1,1,1
ENSMUSP00000023882,ENSMUSG00000023118,Sympk,LOCAL,50.55,0,1,1,0
ENSMUSP00000003074,ENSMUSG00000002992,Apoc2,LOCAL,35.76,0,1,1,0
ENSMUSP00000076624,ENSMUSG00000057667,Bloc1s3,LOCAL,20.4,0.002,1,1,0
ENSMUSP00000054380,ENSMUSG00000030400,Ercc2,LOCAL,48.63,0,1,1,0
ENSMUSP00000060233,ENSMUSG00000051403,Ppp1r37,LOCAL,20.92,0.001,1,1,0
ENSMUSP00000037654,ENSMUSG00000040811,Eml2,LOCAL,17.17,0.043,1,0,0
ENSMUSP00000051293,ENSMUSG00000002981,Clptm1,LOCAL,20.09,0.003,1,0,1
ENSMUSP00000070995,ENSMUSG00000051768,Xrcc1,LOCAL,34.74,0,1,1,1
ENSMUSP00000036699,ENSMUSG00000041037,Irgq,LOCAL,17.12,0.045,1,0,1
ENSMUSP00000025236,ENSMUSG00000024378,Stard4,DISTANT,16.87,0.054,1,0,0
ENSMUSP00000003207,ENSMUSG00000003123,Lipe,LOCAL,19.8,0.003,1,1,1
ENSMUSP00000113771,ENSMUSG00000040940,Arhgef1,LOCAL,23.81,0,1,0,0
ENSMUSP00000076227,ENSMUSG00000003380,Rabac1,LOCAL,22.3,0,1,1,0
ENSMUSP00000104048,ENSMUSG00000005447,Pafah1b3,LOCAL,48.64,0,1,1,1
ENSMUSP00000064255,ENSMUSG00000054385,Ceacam2,LOCAL,83.92,0,1,1,1
ENSMUSP00000096266,ENSMUSG00000074272,Ceacam1,LOCAL,56.39,0,1,1,1
